"","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","elev"
"30",26.260986328125,7.57130146026611,75.1907958984375,79.958740234375,31.5328521728516,21.463399887085,10.0694522857666,26.4349193572998,26.9465408325195,27.37180519104,25.369213104248,3768,510,123,37.6430587768555,1247,479,582,1175,19
"31",26.2423610687256,7.37638902664185,74.7606964111328,80.7356109619141,31.3999996185303,21.533332824707,9.86666679382324,25.3722229003906,26.9722213745117,27.3694438934326,25.3611106872559,4074,582,103,42.8066520690918,1373,434,546,1328,19
"32",26.9390087127686,10.2466115951538,72.5427551269531,91.1956939697266,34.873592376709,20.748664855957,14.124927520752,26.300594329834,27.295202255249,28.2794761657715,26.0235900878906,1751,348,2,93.2632217407227,901,9,256,487,111
"33",27.3184280395508,10.7226457595825,72.931999206543,92.6247177124023,35.5837516784668,20.8815002441406,14.7022514343262,26.6777496337891,27.6800422668457,28.6740417480469,26.3795013427734,1840,363,3,90.4267425537109,940,16,270,490,59
"34",27.3695945739746,10.5495624542236,75.1125793457031,81.5862884521484,35.1310005187988,21.0860004425049,14.0450000762939,26.8320426940918,27.656665802002,28.5573329925537,26.5240821838379,1879,366,4,87.8287887573242,944,18,292,487,25
"35",27.2380619049072,10.4203748703003,75.8493728637695,76.9942779541016,34.8084983825684,21.0702495574951,13.7382488250732,26.757833480835,27.5262508392334,28.3390827178955,26.4127502441406,1871,356,6,85.8666687011719,922,25,298,486,40
"36",26.5299263000488,10.2102289199829,76.3139114379883,73.8307266235352,33.9034996032715,20.5242500305176,13.3792495727539,26.1006240844727,26.7884998321533,27.5691661834717,25.7051658630371,1971,366,8,83.5983352661133,956,32,312,501,158
"37",22.5203018188477,9.34531307220459,76.7897491455078,69.2873382568359,29.0939998626709,16.923999786377,12.1700000762939,22.3090419769287,23.0868759155273,23.4663753509521,21.7321662902832,2668,402,35,61.8191604614258,1144,138,347,507,762
"38",21.4144687652588,8.86031246185303,77.1720123291016,70.6510772705078,27.4899997711182,16.0087490081787,11.4812507629395,21.2520008087158,21.8987922668457,22.3483753204346,20.5897083282471,3424,402,85,40.3919830322266,1170,335,444,923,928
"39",25.0493125915527,9.20162582397461,77.3099670410156,74.609260559082,31.4897499084473,19.5874996185303,11.902250289917,25.0088329315186,25.7425422668457,26.1044158935547,24.2365837097168,3458,435,93,43.7122001647949,1225,323,442,871,278
"40",25.2148952484131,9.10824966430664,76.4772567749023,78.0038528442383,31.7059993743896,19.7962493896484,11.9097499847412,25.1742076873779,25.9354991912842,26.3177070617676,24.374792098999,3429,427,92,43.1780281066895,1197,319,466,891,255
"41",25.1857299804688,9.04187488555908,77.2100372314453,77.2736053466797,31.4812507629395,19.7705001831055,11.710750579834,25.3390827178955,25.8754577636719,26.2705421447754,24.3396663665771,3438,435,99,40.5331726074219,1194,375,502,869,258
"42",25.4486351013184,8.55435371398926,76.8550643920898,77.5388259887695,31.3567504882812,20.2262496948242,11.130500793457,25.6175422668457,26.1236667633057,26.5297088623047,24.5911674499512,3621,457,115,37.5823593139648,1227,414,566,991,176
"43",25.9946975708008,8.53581237792969,76.461799621582,79.1597290039062,31.8677501678467,20.7042503356934,11.1634998321533,26.14674949646,26.6997089385986,27.1040420532227,25.1129989624023,3754,474,136,35.5256729125977,1246,469,613,1088,63
"44",26.0914268493652,8.44631195068359,76.5133819580078,80.0084457397461,31.9532489776611,20.914249420166,11.0389995574951,26.2218742370605,26.8155002593994,27.2252922058105,25.2224998474121,3683,468,139,35.1499176025391,1229,474,599,1078,54
"45",26.1280937194824,7.99239540100098,75.9354476928711,79.7399368286133,31.7027492523193,21.1774997711182,10.5252494812012,26.2705841064453,26.8462905883789,27.2516250610352,25.2669582366943,3626,467,129,35.3807029724121,1190,484,585,1111,42
"46",26.2157325744629,7.67853546142578,75.4456100463867,79.1210632324219,31.5763645172119,21.3987865447998,10.1775779724121,26.3623237609863,26.9304046630859,27.3264656066895,25.3523235321045,3703,498,125,37.8418807983398,1197,469,582,1194,17
"47",26.8736171722412,10.7141981124878,72.7791519165039,94.0635757446289,35.1673431396484,20.445821762085,14.7215213775635,26.2242622375488,27.2432060241699,28.2624473571777,25.9384384155273,1803,364,2,94.3972320556641,936,10,274,480,107
"48",26.5856456756592,11.0208749771118,73.5497283935547,91.1869583129883,34.9977493286133,20.013500213623,14.9842491149902,25.9932079315186,26.9084587097168,27.9269180297852,25.6594581604004,1907,378,4,89.894172668457,966,18,297,502,157
"49",26.8150730133057,11.1212291717529,74.9282760620117,85.2388000488281,35.0960006713867,20.2534999847412,14.8425006866455,26.2699165344238,27.1482925415039,28.0665836334229,25.9472503662109,1888,376,3,89.0244598388672,959,16,297,497,87
"50",26.9658203125,10.7611656188965,75.9452362060547,77.8704986572266,34.8128128051758,20.6431751251221,14.1696376800537,26.4720993041992,27.2801303863525,28.1060352325439,26.1785507202148,1856,362,2,87.9428253173828,928,13,297,487,37
"51",27.0132808685303,10.8566455841064,75.503547668457,81.7687759399414,35.0235443115234,20.6445579528809,14.3789863586426,26.4578475952148,27.4259490966797,28.1857795715332,26.1722793579102,1925,366,4,85.6298294067383,953,29,316,489,58
"52",24.8155937194824,10.1373128890991,76.036018371582,76.1281204223633,32.205249786377,18.8729991912842,13.3322505950928,24.3642082214355,25.0828742980957,25.9120006561279,23.9915828704834,2231,406,8,82.6178207397461,1103,33,340,616,404
"53",20.5445213317871,9.24954128265381,76.5357894897461,71.6867141723633,26.9827499389648,14.897500038147,12.0852499008179,20.3184585571289,21.0857086181641,21.5269165039062,19.7500419616699,2791,431,53,58.989086151123,1193,192,393,503,1115
"54",21.792875289917,9.02704238891602,78.313850402832,68.6704864501953,27.9540004730225,16.4272499084473,11.5267505645752,21.5603332519531,22.324125289917,22.7345008850098,21.027458190918,3448,400,69,38.2625770568848,1155,360,475,912,877
"55",19.3853645324707,9.05897903442383,78.1485366821289,68.1215133666992,25.4882507324219,13.8962497711182,11.5920009613037,19.2676658630371,19.7959594726562,20.2455825805664,18.5640411376953,3227,401,83,46.1370010375977,1188,289,481,734,1337
"56",18.8081245422363,8.86462497711182,78.9651336669922,66.845817565918,24.6264991760254,13.4005002975464,11.225998878479,18.7442493438721,19.1431255340576,19.6037921905518,17.9806251525879,3476,405,115,38.3317375183105,1194,383,555,835,1429
"57",24.880916595459,8.78170776367188,77.6867370605469,78.0606384277344,30.8449993133545,19.5410003662109,11.3039989471436,25.0543746948242,25.5588321685791,25.9667491912842,24.0168743133545,3721,442,135,34.0370826721191,1196,463,619,1053,282
"58",25.5658321380615,8.82324981689453,77.3969345092773,80.7272720336914,31.6304988861084,20.2304992675781,11.3999996185303,25.7081241607666,26.3057899475098,26.7021656036377,24.6899585723877,3738,449,143,32.7042503356934,1203,497,630,1164,171
"59",26.22434425354,8.0964994430542,76.9753646850586,76.417839050293,31.7860832214355,21.2677841186523,10.5182991027832,26.3625869750977,26.9191150665283,27.2968215942383,25.3872852325439,3548,450,140,34.0852203369141,1127,510,613,1123,15
"60",26.2376918792725,7.92634153366089,77.2219161987305,72.9773788452148,31.6528739929199,21.3885059356689,10.264368057251,26.3641757965088,26.9015312194824,27.2641754150391,25.4285449981689,3442,451,126,35.4061431884766,1102,460,590,1071,11
"61",26.5318565368652,10.7995405197144,74.352409362793,87.010124206543,34.5724411010742,20.0476379394531,14.5248031616211,25.9469814300537,26.8559722900391,27.8167972564697,25.6629257202148,1881,379,2,94.2106781005859,983,14,294,506,131
"62",25.1017608642578,10.8369789123535,75.0366439819336,80.2669143676758,33.0284996032715,18.5862503051758,14.4422492980957,24.6616249084473,25.3163757324219,26.2732906341553,24.2584171295166,2024,422,4,92.791633605957,1070,19,316,565,378
"63",25.6462707519531,11.2964572906494,75.3109817504883,82.2948760986328,33.9287490844727,18.9290008544922,14.9997482299805,25.1788330078125,25.9265422821045,26.8434162139893,24.7756671905518,2018,402,4,90.6679763793945,1053,20,317,545,281
"64",26.5700206756592,11.2041921615601,75.7506790161133,82.6338806152344,34.7704391479492,19.9795589447021,14.7908802032471,26.0308704376221,26.9221172332764,27.7901458740234,25.7421379089355,1911,371,3,89.0690460205078,973,21,312,489,88
"65",26.9175815582275,10.6492671966553,76.0303726196289,79.4975509643555,34.6494522094727,20.6428565979004,14.0065956115723,26.3642845153809,27.3045787811279,28.0774726867676,26.1260070800781,1803,368,2,94.2442932128906,947,12,299,461,29
"66",26.6709308624268,10.5649499893188,75.8454971313477,83.5525054931641,34.4358787536621,20.506311416626,13.9295673370361,26.0762462615967,27.1096343994141,27.8755264282227,25.8233108520508,2004,371,4,84.5089492797852,984,25,337,510,85
"67",25.2430095672607,10.2144784927368,76.6752090454102,79.4787292480469,32.6372489929199,19.3155002593994,13.3217487335205,24.7080841064453,25.5885829925537,26.4032497406006,24.4213333129883,2326,424,8,81.8614654541016,1151,43,368,623,326
"68",20.841646194458,9.81170845031738,78.598991394043,65.3532791137695,27.5884990692139,15.1052503585815,12.4832487106323,20.5288333892822,20.8648338317871,21.7809581756592,20.1705837249756,2538,414,27,70.2338333129883,1161,102,413,700,1103
"69",20.0892505645752,9.95304203033447,79.9906921386719,61.8525733947754,26.7572498321533,14.3144998550415,12.4427499771118,19.8390827178955,20.0699996948242,20.955207824707,19.4236660003662,2500,401,24,70.7702407836914,1133,86,423,303,1240
"70",19.3539581298828,8.91950035095215,80.4156265258789,63.5517196655273,25.0349998474121,13.9432497024536,11.0917501449585,19.3381252288818,19.669958114624,20.1070423126221,18.5505409240723,3693,427,94,35.1663208007812,1248,445,600,904,1304
"71",19.2205104827881,8.86243724822998,80.2538909912109,65.5033645629883,24.8635005950928,13.8205003738403,11.0430002212524,19.2186241149902,19.5387916564941,19.9700832366943,18.3738746643066,3673,413,116,34.0140075683594,1214,459,614,915,1335
"72",24.3518753051758,8.81304168701172,78.7036819458008,74.9546661376953,30.269250869751,19.0715007781982,11.1977500915527,24.5142917633057,25.0004177093506,25.3934593200684,23.5065002441406,3569,395,144,28.7096176147461,1095,516,629,1032,388
"73",25.5545425415039,8.47508335113525,78.2610397338867,74.2147216796875,31.2647495269775,20.4354991912842,10.8292503356934,25.6957492828369,26.2180423736572,26.5924167633057,24.7218742370605,3530,416,154,29.4104900360107,1088,536,641,1060,148
"74",26.2761516571045,8.21279907226562,78.8498458862305,69.4775924682617,31.759391784668,21.3436470031738,10.4157447814941,25.5302486419678,26.8877983093262,27.2451648712158,25.4866485595703,3450,415,148,31.0151805877686,1079,514,621,1064,12
"75",26.9433822631836,10.7357845306396,75.9186019897461,82.017219543457,34.6529426574707,20.5117645263672,14.1411781311035,26.3745098114014,27.2509803771973,28.1549034118652,26.1284313201904,1825,374,2,94.9045715332031,947,13,298,486,19
"76",26.1773204803467,11.0209398269653,75.6358032226562,81.8679428100586,34.1560440063477,19.584981918335,14.5710620880127,25.6518325805664,26.4756412506104,27.3832111358643,25.3462753295898,2020,429,2,94.0773773193359,1082,16,311,566,167
"77",25.596643447876,11.124490737915,76.116943359375,79.5451583862305,33.5761108398438,18.9611110687256,14.6149997711182,25.1153240203857,25.8841667175293,26.7615737915039,24.7693977355957,2123,458,3,93.5994262695312,1159,18,319,600,267
"78",25.6300735473633,11.1476459503174,76.0516204833984,80.5373001098633,33.6927490234375,19.0347499847412,14.6579990386963,25.1291255950928,25.9494590759277,26.8083744049072,24.7959995269775,2196,473,4,91.1916427612305,1181,22,333,625,262
"79",26.2516670227051,10.4751281738281,76.63720703125,79.747444152832,33.7769241333008,20.1084613800049,13.6684627532959,25.6969223022461,26.619743347168,27.4179496765137,25.4494876861572,1992,386,3,88.6999588012695,1005,20,353,498,134
"80",26.7170143127441,10.3270835876465,76.7849349975586,84.3865280151367,34.1794891357422,20.7301273345947,13.4493618011475,26.0847225189209,27.185791015625,27.9411334991455,25.8868598937988,2100,369,10,79.8544006347656,998,44,370,539,58
"81",26.054271697998,10.5074577331543,76.7864532470703,84.865852355957,33.673999786377,19.9899997711182,13.6840000152588,25.4469585418701,26.4916667938232,27.2878742218018,25.1918754577637,2340,405,12,79.0479583740234,1116,51,422,601,183
"82",23.732250213623,10.1925001144409,78.6701202392578,72.7732543945312,30.8792495727539,17.9232501983643,12.9559993743896,23.228874206543,24.0434169769287,24.7935009002686,22.9855422973633,2256,381,16,76.3203048706055,1051,62,426,585,590
"83",21.9452705383301,10.1300001144409,80.7509078979492,61.6223258972168,28.7695007324219,16.2247505187988,12.544750213623,21.5613327026367,22.107292175293,22.8470420837402,21.3113746643066,2388,383,19,72.2234573364258,1084,78,438,617,908
"84",19.8273029327393,10.5041875839233,81.7541885375977,59.3991088867188,26.6517505645752,13.8032503128052,12.84850025177,19.6960411071777,19.6916656494141,20.6191253662109,19.1346244812012,2930,423,63,56.524959564209,1213,212,479,511,1315
"85",26.5336513519287,11.1041269302368,76.4170532226562,82.0758743286133,34.4871444702148,19.9561901092529,14.5309543609619,25.9810314178467,26.908332824707,27.742301940918,25.7154769897461,2201,454,3,89.970329284668,1165,21,351,611,73
"86",25.8373260498047,10.9733457565308,76.6205749511719,79.6813659667969,33.672061920166,19.3503913879395,14.3216705322266,25.3206272125244,26.1747169494629,27.0063533782959,25.0244121551514,2382,513,5,88.7516632080078,1278,27,361,703,207
"87",26.4371109008789,10.5930089950562,76.8978729248047,79.7125625610352,33.9762725830078,20.2008476257324,13.7754249572754,25.882345199585,26.8018360137939,27.6066379547119,25.6387004852295,2083,398,4,87.7120590209961,1061,23,354,541,94
"88",25.3303871154785,10.2380361557007,78.2790145874023,74.9880294799805,32.418628692627,19.3397254943848,13.0789031982422,24.8405933380127,25.6085395812988,26.428035736084,24.55885887146,2499,441,13,76.8582000732422,1194,47,416,720,271
"89",23.3040943145752,10.1693124771118,79.8705062866211,66.6275787353516,30.1447505950928,17.4125003814697,12.732250213623,22.900333404541,23.4997501373291,24.2719173431396,22.6005001068115,2636,459,18,73.7139587402344,1230,65,451,770,637
"90",16.3142700195312,9.86066627502441,80.8533096313477,61.0280914306641,22.5389995574951,10.3432502746582,12.1957492828369,16.3857917785645,15.9646253585815,16.9727916717529,15.5110416412354,2463,368,48,58.9550552368164,1028,173,688,408,1876
"91",18.2993545532227,9.63404178619385,81.2724914550781,59.937255859375,24.300500869751,12.4464998245239,11.8540010452271,18.3377494812012,18.5722923278809,18.9694995880127,17.5197086334229,3358,393,123,33.2367515563965,1126,433,609,821,1478
"92",25.9273719787598,8.25971794128418,78.7308959960938,70.5952072143555,31.3790760040283,20.8880004882812,10.4910755157471,26.1288719177246,26.4993839263916,26.8792819976807,25.0963592529297,3119,343,146,25.1245822906494,960,516,627,874,114
"93",26.2522125244141,7.91015672683716,77.3136825561523,73.4455413818359,31.578125,21.3468742370605,10.2312507629395,26.4656257629395,26.1989593505859,27.236457824707,25.3916664123535,3154,368,118,31.0532531738281,1039,464,611,819,53
"94",26.4236106872559,10.838888168335,77.0537109375,78.6115341186523,34.0666656494141,20,14.0666656494141,25.8888893127441,26.7611103057861,27.5833320617676,25.6388893127441,2093,406,2,87.3447723388672,1034,18,369,511,74
"95",26.1055564880371,10.9026985168457,76.7332534790039,79.4376449584961,33.8333320617676,19.6247615814209,14.2085704803467,25.5773010253906,26.4534931182861,27.2719039916992,25.3057136535645,2404,506,4,89.2807998657227,1283,23,377,696,141
"96",25.9818801879883,10.5406904220581,78.1091384887695,79.638557434082,33.2653961181641,19.7705726623535,13.4948234558105,25.5410995483398,26.1964111328125,27.1406002044678,25.1395092010498,2820,485,23,69.8670272827148,1298,91,473,853,139
"97",21.3267192840576,10.4367294311523,81.4717102050781,60.0212707519531,28.0342502593994,15.2239999771118,12.8102502822876,21.1006660461426,21.3324584960938,22.1630840301514,20.6631240844727,2765,450,28,63.6584510803223,1175,122,492,477,964
"98",25.5473861694336,8.66272926330566,78.3868713378906,74.0181121826172,31.2814998626709,20.2302494049072,11.0512504577637,25.7722511291504,25.4750823974609,26.5359992980957,24.6725406646729,3102,333,135,26.9351348876953,980,473,632,786,193
"99",25.6547660827637,8.22520351409912,78.039192199707,73.8321990966797,31.1051483154297,20.5653114318848,10.5398368835449,24.8851852416992,26.2124671936035,26.6267395019531,24.76806640625,2977,316,144,23.7640247344971,896,505,603,819,174
"100",25.9888286590576,10.5179567337036,78.9335556030273,78.3810043334961,33.0526313781738,19.7275543212891,13.3250770568848,25.6376667022705,26.0813732147217,27.1011867523193,25.1406097412109,3065,483,30,63.5455589294434,1304,138,565,907,108
"101",16.9739379882812,10.3334169387817,82.3937911987305,52.7270278930664,23.3904991149902,10.8489999771118,12.5414991378784,16.9091243743896,16.8566665649414,17.6264591217041,16.3029174804688,2776,472,30,66.1659088134766,1201,114,520,429,1723
"102",19.3595943450928,9.42885398864746,80.2080154418945,61.7434730529785,25.2562503814697,13.5007495880127,11.755500793457,19.3172092437744,19.6872081756592,20.0979175567627,18.5795841217041,3510,421,147,29.0764656066895,1119,523,713,847,1262
"103",25.635082244873,10.6697177886963,79.1029510498047,75.3539428710938,32.7491073608398,19.2607135772705,13.4883937835693,25.2645835876465,25.7772331237793,26.72678565979,24.8275299072266,2919,450,34,61.856803894043,1219,139,536,883,151
"104",23.339599609375,11.3131246566772,80.3451614379883,63.9990539550781,30.6858310699463,16.6051769256592,14.0806541442871,23.0692100524902,23.3903274536133,24.244686126709,22.6444149017334,2978,490,36,58.8369293212891,1223,159,564,547,589
"105",24.9729518890381,10.7535305023193,79.2082824707031,70.461067199707,32.0610160827637,18.4847450256348,13.5762710571289,24.6183624267578,25.0802249908447,25.9824867248535,24.2180786132812,3118,509,37,58.0845527648926,1265,169,586,1028,262
"106",23.921760559082,11.131010055542,78.6889877319336,68.7905578613281,31.3565673828125,17.2109928131104,14.1455745697021,23.5729217529297,24.0415096282959,24.9066581726074,23.1730556488037,3068,496,43,55.6108627319336,1231,197,578,1014,483
"107",25.6432819366455,10.4959373474121,77.5767211914062,74.3985824584961,32.7927513122559,19.2630004882812,13.5297508239746,25.2269592285156,25.8259162902832,26.7274589538574,24.845458984375,3407,559,51,59.1442794799805,1420,201,671,1065,176
"108",25.9742641448975,10.274019241333,77.9029083251953,76.4149627685547,32.8941192626953,19.705883026123,13.1882362365723,25.5705871582031,26.1215686798096,27.0852947235107,25.1617641448975,3306,636,42,64.7392654418945,1449,186,611,1140,79
"109",25.610279083252,10.2930040359497,78.0382919311523,75.0617523193359,32.5180511474609,19.3283672332764,13.1896839141846,25.2158546447754,25.7459888458252,26.6961326599121,24.8052520751953,3180,540,43,57.369499206543,1301,203,609,1062,163
"110",26.0666961669922,10.1440687179565,77.5979614257812,76.2375106811523,32.9252662658691,19.852668762207,13.0725975036621,25.6722412109375,26.2069988250732,27.1750888824463,25.2561092376709,3424,597,51,61.3529472351074,1459,201,651,1113,82
"111",25.4357757568359,9.98859977722168,77.7814483642578,73.6667709350586,32.1543159484863,19.3124370574951,12.8418788909912,25.042724609375,25.5647640228271,26.4992389678955,24.6352367401123,3354,558,49,59.5192680358887,1390,199,669,1058,216
"112",25.8492565155029,10.2608137130737,77.7825393676758,76.5430221557617,32.7595252990723,19.5678577423096,13.1916675567627,25.4488105773926,25.9825401306152,26.9625015258789,25.0363101959229,3285,596,39,62.9031143188477,1416,177,623,1098,104
"113",25.5751514434814,10.1919689178467,77.397216796875,75.5703582763672,32.4422264099121,19.2738342285156,13.1683921813965,25.1846294403076,25.6905860900879,26.6697750091553,24.7661056518555,3122,524,48,54.2218780517578,1238,239,594,1045,165
"114",25.701114654541,10.0650177001953,76.6331405639648,76.4550094604492,32.5597229003906,19.4256954193115,13.1340274810791,25.3059024810791,25.8256950378418,26.8062496185303,24.8747100830078,3139,530,51,55.954891204834,1265,226,602,1046,158
"115",26.0900688171387,9.72277164459229,76.9518051147461,75.4199066162109,32.6744194030762,20.0395355224609,12.6348838806152,25.7021312713623,26.2065887451172,27.1676349639893,25.2569770812988,3232,545,51,60.2961044311523,1375,195,646,1002,101
"116",26.3173770904541,9.5211124420166,76.9860687255859,78.3149185180664,32.7695541381836,20.4022350311279,12.3673191070557,25.9278869628906,26.4202518463135,27.4334259033203,25.461498260498,3347,541,58,59.8406105041504,1409,197,612,1051,69
"117",25.9365825653076,9.30512523651123,76.7876281738281,78.1822509765625,32.2900009155273,20.1720008850098,12.1180000305176,25.5417919158936,26.0676670074463,27.0591239929199,25.1010417938232,3504,562,60,59.3424987792969,1459,208,667,1098,112
"118",25.3653335571289,10.0924444198608,77.0729370117188,75.0775146484375,32.2106666564941,19.1159992218018,13.0946674346924,24.9542217254639,25.5028877258301,26.4582214355469,24.5631103515625,3215,585,42,61.2455253601074,1346,186,632,1079,199
"119",25.4416656494141,9.87979507446289,76.4584274291992,74.9990463256836,32.1508369445801,19.2290496826172,12.9217872619629,25.0416202545166,25.5590324401855,26.530445098877,24.6359405517578,3225,526,65,52.2038040161133,1262,263,606,1086,196
